               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12036,            0.063165,                   0,                   0,                   0,                   0,                   0,             0.11303,             0.06861,                   0,              0.0919,              0.0009,              0.0009
                   1,             0.11943,            0.066338,                   0,          0.00015152,           0.0075188,          7.7164e-05,          7.7164e-06,             0.11101,            0.070055,                   0,            0.082894,           0.0018937,           0.0018937
                   2,             0.11762,            0.070001,                   0,          0.00030303,            0.015038,           0.0001559,          2.3306e-05,             0.10913,            0.071389,                   0,            0.073881,           0.0028809,           0.0028809
                   3,             0.11478,            0.067603,                   0,          0.00045455,            0.022556,          0.00023396,           5.456e-05,             0.10754,            0.072516,                   0,            0.064861,           0.0038614,           0.0038614
                   4,             0.11274,            0.073233,                   0,          0.00030303,            0.015038,          0.00015589,          3.8893e-05,             0.10628,             0.07339,                   0,            0.055835,           0.0048353,           0.0048353
                   5,             0.11225,            0.076792,                   0,          0.00045455,            0.022556,           0.0002338,          4.6479e-05,             0.10574,            0.073675,                   0,            0.046803,           0.0058027,           0.0058027
                   6,             0.11082,            0.075451,                   0,          0.00075758,            0.037594,          0.00040506,          7.1795e-05,              0.1056,            0.073711,                   0,            0.037763,           0.0067634,           0.0067634
                   7,             0.10993,            0.076014,                   0,          0.00090909,            0.045113,          0.00049061,          8.0242e-05,             0.10547,            0.073574,                   0,            0.028718,           0.0077175,           0.0077175
                   8,             0.10981,            0.076206,                   0,           0.0012121,             0.06015,          0.00068661,          9.3237e-05,             0.10508,            0.073964,                   0,            0.019665,            0.008665,            0.008665
                   9,             0.10744,            0.071652,                   0,          0.00090909,            0.045113,          0.00050374,          7.4393e-05,             0.10247,            0.077768,                   0,            0.010606,            0.009606,            0.009606
                  10,             0.10694,            0.074285,                   0,          0.00075758,            0.037594,          0.00044206,             6.8e-05,              0.1002,            0.080878,                   0,             0.00967,             0.00967,             0.00967
                  11,             0.10726,            0.080238,                   0,           0.0025758,             0.12782,           0.0015488,          0.00034989,            0.098564,            0.082116,                   0,             0.00967,             0.00967,             0.00967
