               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12401,            0.054115,                   0,           0.0011111,            0.055556,          0.00078351,          7.8351e-05,             0.11321,            0.049111,                   0,                 0.1,                   0,                   0
                   1,             0.12253,            0.048558,                   0,                   0,                   0,                   0,                   0,             0.11526,            0.046907,                   0,              0.0991,          9.9802e-05,          9.9802e-05
                   2,             0.12083,            0.047523,                   0,                   0,                   0,                   0,                   0,             0.11516,            0.046611,                   0,            0.098199,          0.00019921,          0.00019921
                   3,             0.12598,            0.056845,                   0,                   0,                   0,                   0,                   0,             0.11526,            0.046135,                   0,            0.097298,          0.00029822,          0.00029822
                   4,              0.1266,             0.05197,                   0,                   0,                   0,                   0,                   0,             0.11512,            0.045768,                   0,            0.096397,          0.00039683,          0.00039683
                   5,             0.12441,            0.054881,                   0,                   0,                   0,                   0,                   0,             0.11494,            0.045466,                   0,            0.095495,          0.00049505,          0.00049505
                   6,             0.12486,            0.050137,                   0,                   0,                   0,                   0,                   0,             0.11463,            0.045197,                   0,            0.094593,          0.00059287,          0.00059287
                   7,              0.1227,            0.060238,                   0,                   0,                   0,                   0,                   0,             0.11424,            0.045052,                   0,             0.09369,           0.0006903,           0.0006903
                   8,             0.12091,            0.053903,                   0,                   0,                   0,                   0,                   0,             0.11378,            0.044902,                   0,            0.092787,          0.00078733,          0.00078733
                   9,             0.11797,            0.049332,                   0,                   0,                   0,                   0,                   0,             0.11302,            0.044936,                   0,            0.091884,          0.00088396,          0.00088396
                  10,             0.12556,            0.057568,                   0,                   0,                   0,                   0,                   0,             0.11257,            0.044877,                   0,             0.09098,           0.0009802,           0.0009802
                  11,             0.11878,             0.05294,                   0,                   0,                   0,                   0,                   0,             0.11165,            0.045109,                   0,            0.090076,            0.001076,            0.001076
                  12,             0.12016,            0.057808,                   0,                   0,                   0,                   0,                   0,             0.11051,            0.045504,                   0,            0.089171,           0.0011715,           0.0011715
                  13,             0.12149,            0.064196,                   0,                   0,                   0,                   0,                   0,              0.1097,            0.045777,                   0,            0.088267,           0.0012665,           0.0012665
                  14,             0.12023,            0.058466,                   0,                   0,                   0,                   0,                   0,             0.10863,            0.046156,                   0,            0.087361,           0.0013612,           0.0013612
                  15,              0.1182,            0.062053,                   0,                   0,                   0,                   0,                   0,             0.10755,            0.046589,                   0,            0.086455,           0.0014555,           0.0014555
                  16,             0.11183,            0.052546,                   0,                   0,                   0,                   0,                   0,             0.10623,            0.047151,                   0,            0.085549,           0.0015493,           0.0015493
                  17,             0.11227,            0.058467,                   0,                   0,                   0,                   0,                   0,             0.10623,            0.047151,                   0,            0.084643,           0.0016428,           0.0016428
                  18,              0.1159,            0.056214,                   0,                   0,                   0,                   0,                   0,              0.1046,            0.047774,                   0,            0.083736,           0.0017358,           0.0017358
                  19,             0.11602,            0.069777,                   0,                   0,                   0,                   0,                   0,              0.1046,            0.047774,                   0,            0.082829,           0.0018285,           0.0018285
                  20,             0.10888,            0.049625,                   0,                   0,                   0,                   0,                   0,             0.10258,            0.048638,                   0,            0.081921,           0.0019208,           0.0019208
                  21,             0.11218,            0.062245,                   0,                   0,                   0,                   0,                   0,             0.10258,            0.048638,                   0,            0.081013,           0.0020127,           0.0020127
                  22,              0.1111,            0.066397,                   0,          0.00083333,            0.047619,          0.00083169,          8.3169e-05,             0.10128,            0.049156,                   0,            0.080104,           0.0021042,           0.0021042
                  23,             0.11422,            0.063678,                   0,          0.00083333,            0.047619,          0.00083169,          8.3169e-05,             0.10128,            0.049156,                   0,            0.079195,           0.0021953,           0.0021953
                  24,             0.10866,            0.058212,                   0,          0.00083333,            0.047619,          0.00076485,          7.6485e-05,             0.10012,             0.04953,                   0,            0.078286,            0.002286,            0.002286
                  25,             0.11299,            0.067901,                   0,          0.00083333,            0.047619,          0.00076485,          7.6485e-05,             0.10012,             0.04953,                   0,            0.077376,           0.0023762,           0.0023762
