               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12071,            0.064042,                   0,          0.00016667,           0.0073529,          8.4945e-05,          2.1465e-05,             0.11146,            0.071971,                   0,              0.0829,              0.0019,              0.0019
                   1,             0.11579,            0.064863,                   0,              0.0005,            0.022059,          0.00025847,          5.9878e-05,             0.10803,            0.074203,                   0,            0.064887,           0.0038871,           0.0038871
                   2,             0.11189,            0.073714,                   0,               0.001,            0.044118,           0.0005224,           9.901e-05,             0.10648,             0.07504,                   0,            0.046861,           0.0058611,           0.0058611
                   3,             0.11073,            0.073387,                   0,             0.00125,            0.055147,           0.0006595,          0.00012181,             0.10632,            0.074585,                   0,            0.028822,           0.0078218,           0.0078218
                   4,             0.10868,            0.076103,                   0,             0.00075,            0.033088,          0.00038767,          5.9785e-05,             0.10485,            0.076866,                   0,            0.010769,           0.0097693,           0.0097693
                   5,             0.10732,            0.078585,                   0,           0.0020833,            0.091912,           0.0011513,          0.00025926,             0.10571,            0.077678,                   0,            0.009835,            0.009835,            0.009835
                   6,             0.10288,            0.067353,                   0,              0.0035,             0.15441,           0.0020312,          0.00068702,             0.12932,             0.22793,                   0,            0.009835,            0.009835,            0.009835
                   7,             0.10065,            0.070502,                   0,           0.0028333,               0.125,           0.0016031,          0.00038177,             0.14193,             0.15263,                   0,            0.009802,            0.009802,            0.009802
                   8,            0.096216,            0.066711,                   0,           0.0009172,            0.040441,          0.00048871,          0.00015317,             0.14269,             0.19256,                   0,            0.009769,            0.009769,            0.009769
                   9,            0.098082,            0.073397,                   0,           0.0012162,            0.029412,          0.00049044,          0.00012887,             0.14061,             0.08073,                   0,            0.009736,            0.009736,            0.009736
                  10,            0.096841,            0.073038,                   0,           0.0010168,            0.044118,          0.00055711,          0.00015413,             0.13814,              1.6927,                   0,            0.009703,            0.009703,            0.009703
                  11,            0.086303,            0.074209,                   0,          0.00083738,            0.036765,          0.00044327,          0.00014871,             0.13547,             0.93118,                   0,             0.00967,             0.00967,             0.00967
                  12,            0.084474,            0.071793,                   0,           0.0025833,             0.11397,           0.0014447,          0.00042981,              0.1313,             0.49269,                   0,            0.009637,            0.009637,            0.009637
                  13,            0.080334,             0.06766,                   0,           0.0064419,               0.125,           0.0044021,           0.0013174,             0.12271,            0.085678,                   0,            0.009604,            0.009604,            0.009604
                  14,            0.075162,            0.072977,                   0,            0.019199,            0.088235,            0.007014,           0.0019792,             0.11639,             0.05592,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.079923,            0.069962,                   0,            0.072789,             0.20956,            0.035196,           0.0099045,             0.10981,            0.051636,                   0,            0.009538,            0.009538,            0.009538
                  16,             0.07616,              0.0629,                   0,              0.1596,             0.24158,             0.10179,            0.026188,            0.089212,            0.068931,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.072668,            0.064934,                   0,             0.39587,             0.29151,             0.26625,            0.074812,            0.083903,            0.056853,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.072525,              0.0639,                   0,             0.14957,             0.20956,            0.089847,            0.028461,            0.079073,            0.073787,                   0,            0.009439,            0.009439,            0.009439
                  19,              0.0669,            0.065555,                   0,             0.26646,             0.59926,             0.28856,            0.080837,            0.069312,            0.053637,                   0,            0.009406,            0.009406,            0.009406
                  20,             0.06571,            0.061828,                   0,             0.22711,             0.56618,             0.17301,            0.045711,            0.074718,            0.051555,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.070768,            0.055153,                   0,             0.13898,             0.68015,             0.12955,            0.044816,            0.071851,               0.104,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.067642,            0.053695,                   0,              0.3322,             0.60662,             0.32202,             0.10534,            0.066025,            0.052196,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.068499,            0.053532,                   0,             0.41297,             0.63603,             0.43293,             0.14775,            0.057939,            0.055182,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.065019,            0.055576,                   0,             0.46846,             0.78737,             0.53355,             0.18645,            0.057788,            0.047508,                   0,            0.009241,            0.009241,            0.009241
                  25,            0.064635,            0.053266,                   0,              0.3162,             0.43382,              0.3114,             0.10698,            0.069105,            0.059074,                   0,            0.009208,            0.009208,            0.009208
                  26,            0.063549,             0.05215,                   0,             0.51522,             0.79708,             0.61183,             0.25562,            0.053308,            0.044792,                   0,            0.009175,            0.009175,            0.009175
                  27,            0.061184,            0.047516,                   0,             0.50321,             0.64425,             0.59922,             0.22767,            0.055337,            0.043448,                   0,            0.009142,            0.009142,            0.009142
