               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12743,             0.05815,                   0,          0.00015152,           0.0075188,          7.9438e-05,          7.9438e-06,             0.11927,            0.064224,                   0,              0.0919,              0.0009,              0.0009
                   1,             0.12452,            0.057093,                   0,          0.00015152,           0.0075188,          7.6964e-05,          7.6964e-06,             0.11403,            0.068909,                   0,            0.082894,           0.0018937,           0.0018937
                   2,             0.11868,             0.05984,                   0,          0.00060606,            0.030075,          0.00033815,          4.9751e-05,              0.1108,            0.071569,                   0,            0.073881,           0.0028809,           0.0028809
                   3,             0.11418,            0.063437,                   0,          0.00060606,            0.030075,          0.00031676,          6.2861e-05,             0.10831,            0.072155,                   0,            0.064861,           0.0038614,           0.0038614
                   4,             0.11254,            0.071504,                   0,           0.0010606,            0.052632,          0.00060619,          0.00015963,             0.10426,            0.072831,                   0,            0.055835,           0.0048353,           0.0048353
                   5,              0.1059,            0.073214,                   0,           0.0083333,             0.41353,            0.010892,           0.0021586,             0.10158,            0.069361,                   0,            0.046803,           0.0058027,           0.0058027
                   6,             0.10369,            0.070649,                   0,             0.16441,             0.21805,            0.098515,            0.019481,            0.099634,            0.066104,                   0,            0.037763,           0.0067634,           0.0067634
                   7,             0.10302,            0.059875,                   0,            0.092107,             0.36842,            0.056255,            0.013644,             0.10206,             0.05714,                   0,            0.028718,           0.0077175,           0.0077175
                   8,              0.1047,            0.051884,                   0,             0.14302,             0.40602,             0.13913,            0.027493,             0.10522,            0.059472,                   0,            0.019665,            0.008665,            0.008665
                   9,             0.10528,            0.057355,                   0,           0.0071212,             0.35338,           0.0060502,            0.001236,             0.13439,            0.030803,                   0,            0.010606,            0.009606,            0.009606
                  10,             0.13596,            0.028724,                   0,           0.0078788,             0.39098,            0.019432,           0.0034239,             0.13434,            0.025658,                   0,             0.00967,             0.00967,             0.00967
                  11,             0.13242,            0.028362,                   0,             0.15576,             0.21053,            0.070228,            0.013238,             0.12875,            0.027158,                   0,             0.00967,             0.00967,             0.00967
                  12,              0.1231,            0.029759,                   0,               0.219,             0.30075,            0.086155,            0.018075,              0.1207,            0.027171,                   0,            0.009637,            0.009637,            0.009637
