               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12144,            0.068283,                   0,                   0,                   0,                   0,                   0,             0.11156,            0.070822,                   0,              0.0919,              0.0009,              0.0009
                   1,             0.11993,            0.069262,                   0,          0.00015152,           0.0075188,          7.7398e-05,          7.7398e-06,             0.10938,            0.072412,                   0,            0.082894,           0.0018937,           0.0018937
                   2,             0.11598,            0.063475,                   0,          0.00030303,            0.015038,          0.00015697,          3.1395e-05,             0.10752,            0.073849,                   0,            0.073881,           0.0028809,           0.0028809
                   3,             0.11293,            0.065325,                   0,          0.00045455,            0.022556,          0.00023269,          5.4523e-05,             0.10577,            0.075164,                   0,            0.064861,           0.0038614,           0.0038614
                   4,             0.10988,            0.072819,                   0,          0.00045455,            0.022556,          0.00023948,          4.7307e-05,             0.10426,             0.07637,                   0,            0.055835,           0.0048353,           0.0048353
                   5,             0.10818,            0.076473,                   0,          0.00045455,            0.022556,          0.00023268,          4.6619e-05,              0.1035,            0.077039,                   0,            0.046803,           0.0058027,           0.0058027
                   6,             0.10581,            0.081373,                   0,          0.00045455,            0.022556,          0.00023254,          4.6635e-05,             0.10314,            0.077369,                   0,            0.037763,           0.0067634,           0.0067634
                   7,             0.10413,            0.077104,                   0,          0.00045455,            0.022556,          0.00023328,          4.6381e-05,             0.10257,            0.077829,                   0,            0.028718,           0.0077175,           0.0077175
                   8,             0.10213,            0.079112,                   0,          0.00075758,            0.037594,          0.00039523,          4.7468e-05,             0.10229,            0.077991,                   0,            0.019665,            0.008665,            0.008665
                   9,             0.10261,            0.080608,                   0,          0.00060606,            0.030075,           0.0003336,          4.1157e-05,             0.10176,            0.078428,                   0,            0.010606,            0.009606,            0.009606
                  10,             0.10045,            0.076755,                   0,          0.00075758,            0.037594,          0.00045876,           5.389e-05,             0.10216,            0.077691,                   0,             0.00967,             0.00967,             0.00967
                  11,            0.095996,            0.077382,                   0,           0.0042424,             0.21053,            0.042846,            0.014143,            0.099904,            0.073887,                   0,             0.00967,             0.00967,             0.00967
                  12,             0.09604,            0.083424,                   0,            0.093802,             0.11278,            0.054251,            0.010901,             0.10199,            0.062791,                   0,            0.009637,            0.009637,            0.009637
