               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11855,            0.070499,                   0,                   0,                   0,                   0,                   0,             0.11155,            0.071105,                   0,              0.0919,              0.0009,              0.0009
                   1,             0.11602,            0.071275,                   0,          0.00015152,           0.0075188,          7.7386e-05,          7.7386e-06,             0.10869,            0.073643,                   0,            0.082894,           0.0018937,           0.0018937
                   2,             0.11303,            0.075313,                   0,          0.00030303,            0.015038,          0.00015613,          3.1072e-05,             0.10676,            0.075384,                   0,            0.073881,           0.0028809,           0.0028809
                   3,             0.10895,            0.076021,                   0,          0.00030303,            0.015038,          0.00015412,          3.8617e-05,             0.10499,            0.077038,                   0,            0.064861,           0.0038614,           0.0038614
                   4,             0.10823,            0.079138,                   0,          0.00030303,            0.015038,          0.00015921,          4.8223e-05,              0.1034,             0.07857,                   0,            0.055835,           0.0048353,           0.0048353
                   5,              0.1053,            0.086598,                   0,          0.00030303,            0.015038,          0.00015794,          4.7676e-05,             0.10229,            0.079703,                   0,            0.046803,           0.0058027,           0.0058027
                   6,             0.10297,            0.083189,                   0,          0.00045455,            0.022556,           0.0002461,          5.6024e-05,             0.10171,            0.080296,                   0,            0.037763,           0.0067634,           0.0067634
                   7,             0.10165,            0.089111,                   0,          0.00060606,            0.030075,          0.00037144,          6.1172e-05,             0.10026,            0.081534,                   0,            0.028718,           0.0077175,           0.0077175
                   8,             0.10121,            0.083307,                   0,          0.00045455,            0.022556,          0.00025761,          5.1062e-05,            0.099199,            0.082234,                   0,            0.019665,            0.008665,            0.008665
                   9,            0.099748,            0.082122,                   0,          0.00045455,            0.022556,           0.0003255,          8.1428e-05,            0.095677,             0.08253,                   0,            0.010606,            0.009606,            0.009606
                  10,            0.094537,            0.066267,                   0,             0.46637,             0.10526,             0.22972,            0.065453,            0.091196,            0.076115,                   0,             0.00967,             0.00967,             0.00967
                  11,             0.10164,            0.053406,                   0,             0.28666,             0.31579,             0.28629,            0.076007,            0.095742,            0.060872,                   0,             0.00967,             0.00967,             0.00967
                  12,            0.099488,            0.054005,                   0,             0.25643,             0.47368,             0.27034,            0.070425,            0.088952,            0.060292,                   0,            0.009637,            0.009637,            0.009637
                  13,             0.09192,            0.061351,                   0,             0.23399,             0.33835,             0.21244,            0.039365,             0.10342,            0.048492,                   0,            0.009604,            0.009604,            0.009604
                  14,             0.10233,            0.053314,                   0,             0.49422,             0.55103,             0.54714,             0.16524,            0.077364,            0.067994,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.088095,            0.065178,                   0,             0.42422,             0.69925,             0.51095,             0.14759,            0.080123,            0.057841,                   0,            0.009538,            0.009538,            0.009538
                  16,            0.088978,            0.056773,                   0,             0.47427,             0.63081,             0.52878,             0.15253,            0.078444,            0.059293,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.088683,            0.056651,                   0,             0.37606,             0.29323,             0.31887,            0.086619,             0.11492,            0.048297,                   0,            0.009472,            0.009472,            0.009472
                  18,             0.10972,            0.056488,                   0,              0.1591,             0.23308,             0.15884,            0.036222,            0.090212,            0.057567,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.090668,            0.073307,                   0,             0.10473,             0.94737,             0.20893,            0.057915,            0.082707,            0.067936,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.083419,            0.073889,                   0,             0.10585,             0.84962,             0.16681,            0.054064,             0.08017,            0.072506,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.086164,            0.081349,                   0,             0.18308,             0.44149,             0.16795,            0.056603,            0.076799,            0.073248,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.082222,            0.071973,                   0,             0.38853,             0.57895,             0.40957,              0.1254,            0.077227,            0.069144,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.076729,            0.069403,                   0,             0.46203,             0.75188,             0.57994,             0.20036,             0.06728,            0.064304,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.073802,            0.063245,                   0,             0.43455,             0.73962,             0.53368,             0.15556,            0.067493,            0.056494,                   0,            0.009241,            0.009241,            0.009241
                  25,            0.075477,            0.062567,                   0,            0.078247,             0.63158,            0.069687,             0.01675,            0.085651,            0.050029,                   0,            0.009208,            0.009208,            0.009208
                  26,            0.085731,            0.057808,                   0,             0.42028,             0.82707,             0.43616,             0.16047,             0.06674,            0.059046,                   0,            0.009175,            0.009175,            0.009175
                  27,            0.075452,            0.065517,                   0,             0.23447,             0.74436,             0.23343,            0.068826,            0.070876,             0.05765,                   0,            0.009142,            0.009142,            0.009142
                  28,            0.069803,             0.06415,                   0,              0.3726,             0.66533,             0.41349,             0.15595,            0.063296,            0.057163,                   0,            0.009109,            0.009109,            0.009109
                  29,             0.06713,            0.062084,                   0,             0.12957,             0.88722,             0.13407,            0.048284,            0.084505,            0.052578,                   0,            0.009076,            0.009076,            0.009076
                  30,            0.087007,            0.057061,                   0,              0.4371,              0.6831,             0.42073,             0.17477,            0.072772,            0.050106,                   0,            0.009043,            0.009043,            0.009043
                  31,            0.077751,            0.057306,                   0,             0.44088,             0.45865,             0.44371,             0.13953,            0.068441,            0.053252,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.067421,            0.064498,                   0,             0.60576,             0.57765,             0.66603,             0.27064,            0.064544,            0.053368,                   0,            0.008977,            0.008977,            0.008977
                  33,             0.06733,            0.056982,                   0,             0.51279,             0.58561,             0.54945,             0.23073,             0.07848,            0.053674,                   0,            0.008944,            0.008944,            0.008944
                  34,            0.078185,            0.054576,                   0,              0.6162,             0.67669,             0.73253,             0.32183,            0.069925,            0.050676,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.069895,            0.058344,                   0,             0.79576,             0.84955,             0.86154,             0.38228,            0.059776,            0.049513,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.062303,             0.05248,                   0,             0.76378,             0.80451,             0.86524,             0.35258,            0.058349,            0.047301,                   0,            0.008845,            0.008845,            0.008845
                  37,            0.063079,            0.049407,                   0,             0.35381,             0.79867,             0.46267,             0.17496,            0.066752,            0.048208,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.067614,            0.051749,                   0,             0.58249,             0.86466,             0.66467,             0.26916,            0.054193,             0.04894,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.059165,            0.051972,                   0,             0.63774,             0.87218,             0.79564,             0.34611,            0.056424,            0.046881,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.053895,            0.050002,                   0,             0.79422,             0.89474,             0.86805,             0.41102,            0.052904,            0.046277,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.054699,            0.048642,                   0,             0.52092,             0.87218,             0.59744,             0.24146,            0.054778,            0.046411,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.064665,            0.050857,                   0,             0.23614,             0.78947,              0.2935,             0.10183,            0.080404,            0.048684,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.070805,              0.0506,                   0,             0.76313,             0.83459,             0.83868,             0.43491,            0.061571,             0.04383,                   0,            0.008614,            0.008614,            0.008614
                  44,             0.05928,            0.048004,                   0,             0.83473,             0.87341,             0.93326,             0.49028,            0.057676,            0.042588,                   0,            0.008581,            0.008581,            0.008581
                  45,            0.057517,            0.046306,                   0,             0.55836,             0.87218,             0.70983,             0.24958,            0.054208,            0.043254,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.063121,             0.04509,                   0,             0.64576,             0.88722,              0.7688,             0.25666,            0.064694,             0.04072,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.065963,            0.046553,                   0,             0.42235,             0.74216,             0.52387,             0.19152,            0.060794,            0.040706,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.054843,            0.046496,                   0,             0.61861,             0.80491,              0.7384,             0.31019,            0.051164,            0.039833,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.053672,            0.051402,                   0,             0.34995,             0.90226,             0.54274,             0.15756,            0.063765,            0.059116,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.067944,            0.065566,                   0,             0.46818,             0.69925,             0.48735,             0.15952,            0.065983,            0.044987,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.065096,             0.06109,                   0,             0.52741,             0.75521,             0.58275,             0.24537,             0.05636,            0.049469,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.058625,            0.062207,                   0,             0.66446,              0.7594,             0.79382,             0.31331,            0.055706,             0.05237,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.060947,            0.060014,                   0,             0.84169,             0.95943,             0.86001,             0.34785,            0.058463,            0.050724,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.064156,            0.051267,                   0,             0.47911,             0.86466,             0.52811,             0.18928,            0.056541,            0.051439,                   0,            0.008251,            0.008251,            0.008251
                  55,             0.06091,            0.056631,                   0,             0.90001,             0.96241,             0.94016,              0.4097,            0.050438,            0.048758,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.052443,            0.051392,                   0,             0.94566,             0.98496,             0.97528,             0.52804,            0.043427,            0.047759,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.049919,            0.051321,                   0,             0.66699,             0.92481,             0.73488,             0.27404,            0.047758,            0.042139,                   0,            0.008152,            0.008152,            0.008152
                  58,            0.055099,            0.045191,                   0,             0.67119,             0.85714,             0.70692,             0.30854,            0.051414,             0.04078,                   0,            0.008119,            0.008119,            0.008119
