               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12102,            0.060897,                   0,                   0,                   0,                   0,                   0,             0.11192,            0.070504,                   0,              0.0919,              0.0009,              0.0009
                   1,             0.11782,            0.069887,                   0,          0.00015152,           0.0075188,           7.653e-05,           7.653e-06,             0.10896,            0.072639,                   0,            0.082894,           0.0018937,           0.0018937
                   2,             0.11486,            0.072296,                   0,          0.00030303,            0.015038,          0.00015501,          3.8679e-05,             0.10688,             0.07429,                   0,            0.073881,           0.0028809,           0.0028809
                   3,             0.11113,            0.073481,                   0,          0.00030303,            0.015038,          0.00015663,          3.9089e-05,              0.1052,            0.075791,                   0,            0.064861,           0.0038614,           0.0038614
                   4,             0.10955,            0.074963,                   0,          0.00045455,            0.022556,          0.00023265,          5.4263e-05,             0.10391,            0.077087,                   0,            0.055835,           0.0048353,           0.0048353
                   5,              0.1076,            0.080805,                   0,          0.00045455,            0.022556,          0.00023402,          4.6843e-05,             0.10309,            0.077945,                   0,            0.046803,           0.0058027,           0.0058027
                   6,             0.10701,            0.079865,                   0,          0.00045455,            0.022556,          0.00023836,          4.7185e-05,             0.10275,            0.078277,                   0,            0.037763,           0.0067634,           0.0067634
                   7,             0.10423,            0.081388,                   0,          0.00075758,            0.037594,          0.00044597,          7.8342e-05,             0.10228,            0.078618,                   0,            0.028718,           0.0077175,           0.0077175
                   8,             0.10321,            0.085669,                   0,          0.00075758,            0.037594,          0.00039595,          6.3241e-05,             0.10208,            0.078647,                   0,            0.019665,            0.008665,            0.008665
                   9,             0.10007,            0.086832,                   0,          0.00090909,            0.045113,          0.00048187,          7.1878e-05,             0.10364,            0.076109,                   0,            0.010606,            0.009606,            0.009606
                  10,            0.099837,            0.077336,                   0,           0.0016667,            0.082707,          0.00091706,          0.00010715,             0.10467,            0.072108,                   0,             0.00967,             0.00967,             0.00967
                  11,            0.093835,            0.074559,                   0,           0.0054545,             0.27068,           0.0089539,           0.0037763,             0.10983,            0.059198,                   0,             0.00967,             0.00967,             0.00967
                  12,            0.093539,            0.075216,                   0,            0.026477,             0.11278,           0.0094017,           0.0039585,             0.11527,            0.059503,                   0,            0.009637,            0.009637,            0.009637
                  13,            0.093434,            0.076537,                   0,            0.012965,             0.18045,           0.0058127,            0.002065,              0.1332,             0.14741,                   0,            0.009604,            0.009604,            0.009604
                  14,             0.10197,            0.079281,                   0,           0.0028788,             0.14286,            0.001658,          0.00035907,             0.12495,             0.70193,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.090431,            0.081801,                   0,            0.017683,            0.015038,           0.0022388,          0.00049745,             0.13383,              0.1547,                   0,            0.009538,            0.009538,            0.009538
                  16,            0.084936,             0.08131,                   0,           0.0045495,           0.0075188,          0.00099356,          0.00025946,             0.13419,              0.2455,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.082128,            0.079255,                   0,           0.0015548,            0.052632,          0.00083343,           0.0001222,             0.13341,             0.26455,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.089641,            0.076362,                   0,           0.0019284,            0.090226,           0.0010411,          0.00024365,             0.12802,             0.11466,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.082106,            0.079174,                   0,           0.0015152,            0.075188,          0.00082152,          0.00013838,             0.12591,             0.12543,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.079169,              0.0813,                   0,            0.001717,             0.06015,          0.00093937,          0.00018979,             0.12787,             0.10921,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.080792,            0.082705,                   0,           0.0002634,           0.0075188,          7.6956e-05,          2.3087e-05,             0.12275,                1.24,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.097375,            0.065665,                   0,           0.0015152,            0.075188,          0.00081523,          0.00026252,             0.11081,              1.1906,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.084548,            0.081922,                   0,           0.0078788,             0.39098,            0.005525,           0.0019922,             0.10951,             0.56612,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.075417,            0.075763,                   0,            0.009697,              0.4812,           0.0077123,           0.0028861,              0.1018,             0.42872,                   0,            0.009241,            0.009241,            0.009241
                  25,            0.077852,            0.080067,                   0,             0.13232,             0.28571,            0.076078,            0.020979,             0.10515,            0.083878,                   0,            0.009208,            0.009208,            0.009208
                  26,            0.082086,            0.076336,                   0,             0.10252,             0.42857,            0.073432,            0.019637,            0.084808,            0.069894,                   0,            0.009175,            0.009175,            0.009175
                  27,            0.078902,            0.074579,                   0,             0.10572,             0.36842,            0.079849,            0.019182,             0.08717,            0.066041,                   0,            0.009142,            0.009142,            0.009142
                  28,            0.075436,             0.07123,                   0,            0.054312,             0.40602,            0.045275,            0.011949,            0.089328,            0.071131,                   0,            0.009109,            0.009109,            0.009109
                  29,            0.071984,            0.071995,                   0,             0.12437,              0.3332,            0.089844,            0.025962,            0.080004,            0.088474,                   0,            0.009076,            0.009076,            0.009076
                  30,            0.079349,            0.069623,                   0,             0.16077,             0.40602,             0.13048,            0.037219,            0.072276,            0.071994,                   0,            0.009043,            0.009043,            0.009043
                  31,             0.07883,            0.072317,                   0,             0.27847,             0.29323,             0.20712,            0.045535,            0.075908,            0.075436,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.074523,            0.067514,                   0,             0.26293,             0.52632,             0.24886,             0.06394,            0.075189,             0.07151,                   0,            0.008977,            0.008977,            0.008977
